text,label
"mọi người đi ô_tô không được mua ở đây đâu nhe bảo_vệ của quán đuổi ấy , bị gõ vào xe nữa .",0
"phục_vụ chậm , giá_cả đắt , đồ_ăn nấu gì cũng cay trẻemkhông ăn được , sẽ không bao_giờ quay lại quán này .",0
dịch_vụ tốt .,1
"xuất_sắc , không có gì để bàn_cãi , view cực xịn .",1
"ngon , có xí_quách gà khá ok .",1
"great không_gian rộng_rãi , chỗ ngồi thoải_mái view biển , có nhạc_sống , đồ_ăn / uống khá đắt nhưng đáng để trải_nghiệm .",1
"giá_cả phải_chăng nhưng hải_sản không được tươi , hàu nướng mỡ hành đã chết , bị hôi .",0
"bánh nóng_hổi , nước_mắm vừa dùng , nhất_là hành phi rất thơm , giá_cả ở mức tầm trung , 50k 1 dĩa đầy_đủ .",1
"quán nhậu vô_ý_thức , mở nhạc to ồn_ào xuyên đêm ảnh_hưởng tới du_khách ở xung_quanh .",0
"thương_hiệu nổi_tiếng , nên giá cũng nổi_tiếng .",1
"đợi 1 tiếng , xong quán bảo quên làm đơn , kêu đợi tiếp , quá thiếu tôn_trọng khách_hàng .",0
"tôi cũng đến vài lần nhưng trao ôi bây_giờ mới biết khu nhà_vệ_sinh bẩn như các trường_học , sợ quá , phải thay_đổi đi .",0
"ăn ngon nhưng hơi mắc , đáng_lẽ chỉ 3 sao rưỡi thôi .",1
"lâu_lâu ghé lại quán này , ăn vẫn ngon như ngày nào , phục_vụ cũng nhiệt_tình nữa .",1
"nhân_viên phục_vụ quá tệ , thái_độ với khách , sườn nướng nhưng không nóng , còn bị cháy , ý_kiến thì nhân_viên tỏ thái_độ khó_chịu , lần cuối_cùng đến đây .",0
"món ăn không ngon , nhạc mở rất lớn đến 1h 2h sáng , vi_phạm luật tiếng ồn đô_thị .",0
"một trải_nghiệm hết_sức tệ_hại , 1 , bánh_đa trụng chưa chín còn xượng bên trong , 2 , nước gọi thì ăn gần hết tô bún mới đem ra .",0
"dạo này giá quá mắc , nhưng chất_lượng món ăn lại không phù_hợp với giá .",0
"dở , tôm_càng còn nhỏ hơn con tôm_sú , cái càng bằng cây tăm , đồ mang lên lâu còn sót order , khăn lạnh 10k / cái , lần đầu đi ăn mà tiền khăn lạnh còn đắt hơn cái vé .",0
"quán bán đồ chay nhiều món ăn món uống , giá_cả phù_hợp , nhân_viên nhiệt_tình vui_vẻ , không_gian sạch_sẽ rộng_rãi , hình bên dưới là món hủ_tiếu chay quán bán hơi nhiều , lên món nhanh không phải đợi lâu .",1
"đồ_ăn không tươi , ăn món nào cũng tệ , thất_vọng khi đặt tiệc cưới ở đây , được mỗi_cái vị_trí .",0
"đồ_ăn rất ngon , dịch_vụ rất tốt , không_khí phù_hợp với nhạc_nhẹ và yên_tĩnh , trải_nghiệm chất_lượng với chi_phí bữa ăn .",1
"thoáng , rộng_rãi , rất thoải_mái .",1
quán chặt chém khách_hàng có khăn thôi cũng tính tiền_đồ ăn thì chán .,0
"quán sạch_sẽ , đồ_ăn ngon , giá_cả hợp_lý .",1
"quán làm mình thất_vọng quá , trước_đây mình là khách ruột , quán lên giá nhưng sinh_tố giờ lỏng hơn xưa , dặn không đường ít sữa mà ngọt gắt không_thể ăn nổi .",0
"nhà_hàng không_gian rộng_rãi thoải_mái , mỗi tầng có 2 sảnh có_thể ghép lại , giữ xe tiệc cưới miễn_phí , các món ăn không quá đặc_sắc nhưng vị ngon .",1
"ăn về ỉa_chảy má ơi , 1 lần không có lần thứ 2 , phong_cách đồ_ăn kiểu tây , sang .",0
quán ăn sạch_sẽ không_gian thoải_mái .,1
"quá tệ , nhân_viên thái_độ không chu_đáo , xiên dở , nước mắc mà đá bẩn , không nên thử và không nên quay lại .",0
"đồ_ăn dở , nhân_viên phục_vụ tệ_hại .",0
chủ quán rất nhiệt_tình .,1
"ăn rất rất nhiều lần , lần nào cũng ngon , hay ra món mới , ăn_ở cn nào cũng thích ở đây nhất , àh hôm mình đi ra món hơi chậm dù trưa trong tuần không quá đông , trà chanh nay .",1
đồ_ăn chất_lượng .,1
"nhà_hàng dịch_vụ kém nhất quả_đất , do đồ_ăn giá_cả ok và quán đông khách vì tây_hồ ít quán nhật nên coi khách không ra gì phục_vụ dịch_vụ kém .",0
"đồ_ăn đa_dạng , chất_lượng khá .",1
"đồ_ăn ngon , dịch_vụ lúc đông khách sẽ hơi chậm , bầu_không_khí náo_nhiệt ồn_ào , quán thường_xuyên đông khách nên sẽ ồn_ào .",1
"đồ_ăn ngon , phục_vụ dễ_thương .",1
"kém về phục_vụ , nội_thất , dụng_cụ ăn_uống còn vết bẩn đồ_ăn tuy nhiều nhưng không ngon bố_trí âm_thanh kém , loa kém , âm vượt 100db tổn_hại đến tai .",0
"đặt set 5 miếng mà giao có 4 miếng , đặt cay mà giao không cay , gà không được thấm - nhạt hơn những chi_nhánh khác .",0
"chủ quán mất_dạy và như con đàn_bà , nên tránh xa quán này .",0
quán chuyên bò .,1
"tối mùng 6 tết quý mẹo ghé quán chán quá , món này không có món kia không có .",0
"ngon , nhân_viên dễ_thương , sẽ quay lại .",1
"đặt món cà_ri gà , nó rất béo và thậm_chí sau khi ăn nó vẫn khiến tay tôi trơn trượt , chỉ có xà_phòng mới có_thể làm sạch nó , đắt quá .",0
"đồ_ăn tươi ngon , giá rẻ bình_dân hợp_lý , nước lẩu rất vừa_miệng , nhìn_chung ngon rẻ sẽ quay lại .",1
quán làm_ăn kiểu gì trộm ra vào lấy xe như chốn không người thế .,0
"đồ_ăn rất tươi và ngon , các em phục_vụ thân_thiện , chuyên_nghiệp , tâm_lý .",1
"nguyên_bản ở hà_nội , tốt nhưng ít quý .",1
nhà_hàng to rộng sân vườn tầng một và tầng hai lần đầu_tiên đến đây quá đẹp luôn thức_ăn ngon phục_vụ tốt .,1
"không ngon lắm , nhất_là chả bằm viên vừa nguội vừa cứng lại nhạt_nhẽo nước_chấm bún_chả ngọt ngọt , hơi chua ăn cũng tạm , giá cao nha 45k / suất , hơi ít thịt kkk .",1
"nhân_viên phục_vụ kém , mang sai món nhưng không chịu đổi , đổ lỗi chi khách .",0
"giá thì chát , đồ thì nướng mãi chín ngoài , không chín trong , không có âm sao chứ không là cũng cho âm .",0
"vào trước có 30 giây , mà có mỳ trước ăn xong luôn bàn mình vẫn chưa có , nễ cái cách phục_vụ á mấy bạn ơi .",0
"cá nguội_lạnh , cơm niêu sống ( hấp lại không phải nấu niêu ) .",0
"nhà_hàng thoáng mát , sông_nước hữu_tình , nhân_viên phục_vụ nhiệt_tình , giá_cả phải_chăng .",1
"đồ_ăn chưa hợp_khẩu vị của mình , bữa tối như hình có giá 266000vnđ cả vat đối_với nhà_hàng kiểu tây là bình_thường , không_gian sáng , nhân_viên lịch_sự chu_đáo , lên món cũng không lâu .",1
"cơm và thịt lợn có xương rất ngon , chúng_tôi rất thích nó rất nhiều , đừng quên thêm nước_mắm vào cơm , rất ngon .",1
"quán ngon , tươi và giá hợp_lý , vị_trí tốt .",1
"quán hải_sản đa_dạng và tươi ngon , giá hợp_lý , phục_vụ nhanh_chóng mặc_dù quán rất đông .",1
địa_điểm lý_tưởng để thưởng_thức ẩm_thực với view đẹp và không_khí thoải_mái .,1
"đồ_ăn ngon , tuy_nhiên nhân_viên phục_vụ chưa thân_thiện .",1
"quán phục_vụ tệ , mà thức_ăn cũng không ngon .",0
phở chiên phồng khá ngon .,1
"đồ_ăn lên lâu , vô trước nhưng ra sau , thái_độ nhân_viên hời_hợt , làm_việc rất_chi_là lề_mề , nồi lẩu ra 30p mà chưa lên topping .",0
không_gian có_thể đáp_ứng được nhu_cầu tổ_chức các sự_kiện lớn .,1
nhân_viên thái_độ không chào_đón khách_hàng .,0
"giá quá cao , gà đã khô , bọn trẻ trong nhà ngoáy mũi rồi chạm vào đồ_ăn .",0
"phục_vụ rất chán , kiểu thái_độ , đồ_ăn cũng càng_ngày_càng dở .",0
"1 suất bún_chả hết 50k , mình đến ăn trưa ở đây quán rất đông mất 5 - 10 phút đợi để có bàn , suất ăn nhìn cũng ổn , với giá này trên phố cổ mình đánh_giá không quá tệ .",1
"không hợp vị lắm , giá hơi cao , bên quán_cóc 381 / 21 hoàng văn thụ thấy hợp hơn .",0
"gọn_gàng khá đẹp nhưng hơi chật xíu , về sau gà hấp tẩm màu vàng , và chưa chín hẳn .",0
"được , giá hợp_lý , phục_vụ xuyên màn đêm .",1
"hương_vị thực_sự tốt_đẹp nhưng không có lòng hiếu_khách , tôi không bao giơ đên đo , lần sau sẽ thử nhánh d2 hoặc d4 .",0
ăn_uống được .,1
"không_gian thoáng mát rộng_rãi và sạch_sẽ , quán ăn ngon , nhân_viên lịch_sự .",1
"phục_vụ quá tệ , món ăn cũng không xứng_đáng giá tiền nhà_hàng , nhóm mình vào không nhân_viên chào_hỏi , ngồi rất lâu gọi thì mới có nhân_viên đưa menu , kêu nhân_viên không quan_tâm .",0
vừa đẹp vừa đẹp món ăn ngon nhất trong thị_trấn yêu thích lướt_sóng và sân_cỏ .,1
"một trải_nghiệm bữa tối thật tuyệt_vời , các bạn nhân_viên rất ân_cần và chu_đáo , đồ_ăn và đồ uống khá ok , phù_hợp cho những bữa tiệc gia_đình và hẹn_hò .",1
"đồ_ăn ngon , giá_cả phải_chăng , phục_vụ tốt .",1
ít món ăn .,0
âm .,0
"quay lại vì nấu ngon nhưng gần đây phục_vụ quá tệ , gọi món mà phải chờ hơn 30p mới đem ra .",0
"shipper thì không được ngồi trong quán , bắt ngồi ngoài vl phân_biệt , tao lấy 1 lần 3 đơn ngồi đợi thấy mẹ nó , nhân_viên còn bảo để ship ngồi trong quán bị phạt 50 / người .",0
"mình đã đãi tiệc cưới ở đây , giá_cả không quá mắc , không_gian sang_trọng , thích_hợp tiệc nhỏ , nhân_viên chuyên_nghiệp , lịch_sự , nhưng đồ_ăn hơi nhạt , không vừa_miệng lắm .",1
"rẻ đẹp bền , sạch_sẽ và ngon .",1
"đồ_ăn ổn , phục_vụ thì lâu quá , quán rộng_rãi .",1
"không_gian sạch_sẽ , phục_vụ lịch_sự , đi trời nắng thì có chú bv xịt nước cho mát xe , đồ_ăn ổn , nếu có thành_viên và book bang trước sẽ được giảm 5% .",1
"vào quán có người nhưng không thấy ai tới phục_vụ , hỏi hang .",0
1 cửa_hàng nổi_tiếng mà vẫn có sâu trong bát phở .,0
"ăn được giá hơi đắt , phong_cách phục_vụ rất tệ nói_chung là không muốn ghé lần thứ 2 .",0
"quán ngon , ok , miễn_phí nửa bánh tránh .",1
"đồ bình_thường , với tầm giá này ăn meatplus ok hơn nhiều .",0
giá hơi cao nhưng ăn ngon .,1
"ngon , nhưng_mà cô nói , mình nghe chả hiểu gì .",1
"đồ_ăn bẩn , rau rửa toàn đất không sạch .",0
"không_gian rộng_rãi sang_trọng , quán đồ_ăn ngon , trang_trí đẹp , giá hơi cao , ăn để trải_nghiệm cũng được ạ .",1
"giá_cả mắc , phục_vụ tệ , chủ quán cà chớn .",0
"ăn bữa ăn hơn 1tr mà vẫn mất 10k tiền giữ xe , chưa kể đồ_ăn không quá xuất_sắc , được mỗi bánh_bao ngon , nhà_vệ_sinh hôi và ghê .",0
"không_gian đẹp , lịch_sự , nhưng hải_sản chưa được tươi , phục_vụ chưa chuyên_nghiệp , mong quán cao thiện hơn_nữa .",0
"tiệm ở ngay phố đi bộ trung_tâm quận 1 của tp hcm , tiện cho du_khách ở gần đó .",1
đồ_ăn dở_ẹc .,0
"không_gian rộng_rãi phù_hợp mọi giới , phục_vụ tốt , nhiều món ngon không_chỉ là hải_sản .",1
"cá kho rất ngon , giá_cả hợp_lý .",1
"phục_vụ chậm , thái_độ nhân_viên tệ .",0
"khuất mắt trông_coi , ăn thì cũng được , nhưng lỡ đi vào nhà_vệ_sinh thấy bẩn_thỉu kinh người , nguyên_liệu đồ_ăn đều sơ_chế ở đây cả .",0
"quán không ghi giờ nghỉ trưa , mất_công khách_hàng đến .",0
"đường chung mà mấy thằng óc bò bảo_vệ ra thu tiền xe của khách , rồi còn kêu không đóng tiền công_an phạt thấy mẹ luôn đó , nhà_hàng lớn mà thuê mấy thằng óc bò này sớm_muộn cũng lên_đường .",0
"quán rất thái_độ với tôi nhân_viên đem món ra cho tôi mà chủ quán hay_là người_nhà la nhân_viên không cho đem ra nói bắt nó vào thanh_toán mới giao món , thái_độ phục_vụ rất chuyên_nghiệp .",0
"nêm nếm ngon , đậm_đà , giá_cả phải_chăng .",1
"quán nhỏ mà sạch_sẽ , cô chủ thân_thiện , thực_đơn vừa túi_tiền .",1
"nếu bạn là người_yêu thích ẩm_thực ý thì đây là nơi dành cho bạn , và một điểm cộng đó là giá_cả hợp_lý , nhân_viên rất tốt , và dịch_vụ nhanh_chóng .",1
"nói_chuyện với khách_hàng cộc_lốc như kiểu đi ăn_xin , kêu combo nừng thì phần nước là trà sữa trân_châu nhưng đem ra chỉ có trà sữa không có trà sữa .",0
"đồ_ăn ngon , nhân_viên nhiệt_tình , dễ_thương , ăn thử menu món nào cũng ngon .",1
"thức_ăn trung_bình và dịch_vụ khủng_khiếp , không có lý_do để đến đây một lần nữa .",0
"không_gian hội_an , nhân_viên dễ_thương , ngày 20 / 10 nữ_giới được tặng nước ép dưa_hấu .",1
"ngày_xưa ăn sáng daily , vị ngon , giá ổn ( khoảng 30k ) , giờ ăn bình_thường , vị có_vẻ không giống xưa , giá đắt gấp đôi .",0
"đồ_ăn ngon , không_gian đẹp , phục_vụ tốt .",1
"bảo_vệ nhìn mình từ lúc đỗ xe , dựng xe , bước vào như_thể không thèm tiếp , chắc do đi xe_máy .",0
cơm văn_phòng ok .,0
"quán ra món chậm , lâu , trong quán thì dột ướt hết dép .",0
"chất_lượng kém so với những nhãn_hiệu đồng giá tương_đương , nước sâm lạt , loãng , bò tái y_chang bò chín , làm cái trứng ốp la cũng không xong , chín đều cả 2 mặt .",0
"phục_vụ hơi bị_động , đồ_ăn không xuất_sắc , tạm ổn .",1
"phục_vụ đồ_ăn quá chậm gọi 5 - 6 món 20p lên 1 món , đồ uống thì quá nhiều đá ăn xong đủ bữa hết 1 tiếng rưỡi .",0
giá rẻ và bình_dân .,1
"quá tệ , không bao_giờ tới lần 2 .",0
"không vệ_sinh , mắc .",0
"thức_ăn ra muộn ngay cả khi chúng_tôi gọi những đĩa đơn_giản , cũng đắt_đỏ .",0
"quán đẹp , ngon , rẻ , bình_dân nhưng toilet quá tệ .",0
"giá đắt , chất_lượng không xứng_đáng với số tiền , nhân_viên phục_vụ chậm .",0
msv .,0
"cơm ngon , giá vừa_phải , đã và sẽ ăn thường_xuyên .",1
"nhân_viên mất_dạy , sớm_muộn cũng dẹp_tiệm .",0
"quản_lý đặt bàn thì luyên_thuyên , phục_vụ thì vô_trách_nhiệm .",0
"phục_vụ cực chậm , nhân_viên chạy_qua_chạy_lại chóng cả mặt mà hơn 30p không làm xong 1 bát bún .",0
"ngon , mọi thứ rất ổn .",1
"đồ_ăn nghèo_nàn , canh cua hình_như xay nguyên con nên vị đắng và mùi rất hôi .",0
đồ mắc mà ăn cũng không ngon lắm kém chất_lượng lúc trứoc .,0
"đồ_ăn ngon , phục_vụ lịch_sự , quán đông khách nhưng cũng không phải đợi quá lâu .",1
món ngon 1 viên 5 ngàn nhưng rất vừa_miệng .,1
"món ăn ngon , mình sẽ ghé vào lần sau , bạn vy và nguyên phục_vụ rất tốt .",1
"đồ_ăn không đa_dạng , hôm_nay mình đi hoa_quả cũng không ngon không tươi , salad hoa_quả thì nước sốt dở , được cái nhân_viên tận_tình , đồ_ăn luôn đầy_đủ .",0
đồ_ăn ngon nhưng phục_vụ đông nên chưa chu_đáo .,1
ok quán lâu năm khá đông khách .,1
phục_vụ chưa được chu_đáo và nhiệt_tình .,1
"quán thoáng mát , thuận_tiện cho những_ai không thích tăn biển thì tắm bia thôi .",0
"dịch_vụ quá chán , thái_độ nhân_viên quá tệ , đồ_ăn thì tạm được , decor món mực nhìn phát chán chả buồn ăn sẽ không có lần 2 ghé lại .",0
làm_ăn lừa_đảo trả tiền cọc sự_kiện cho khách đi .,0
"quán ăn không ngon , quá đắt , đừng để bị lừa .",0
"lẩu khá ngon , giá_cả phải_chăng .",1
"giá đắt , nước không ngon .",0
"mua nồi lẩu mà bán không có một_chút tâm nào hết , toàn_bộ hải_sản cá cua bị ươn hôi không ăn được , ốc_hương bị sốt bơ tỏi thì có con bốc mùi .",0
xịn xò .,1
ngon à .,1
"đồ_ăn ngon , giá khá cao , không_gian rộng .",1
"nhân_viên phục kém , chủ quán khó_chịu , lần cuối mình đến chổ này .",0
"món lẩu xi quách ngon , các món alacarte dimsum thì tuỳ món đạt , món chưa đạt , vd như món heo quay chưa được chuẩn , có_lẽ cũng dễ hiểu vì nhà_hàng chuyên hơn vào món lẩu .",1
"đồ_ăn ngon , giá_cả cạnh_tranh .",1
"phục chưa tốt , ứng_dụng gọi món hoạt_động không tốt phiền_phức khách_hàng gọi món khó_khăn .",0
"không có_điều hoà , tang 1 và 2 .",1
"một quán ăn rất yên_tĩnh , cảm_giác rất quê nhà khi bước vào quán không_gian quán làm cho tôi cảm_thấy bình_yên đến lạ kiểu như bước vào nhà vậy ngày_xưa tôi hay ăn_uống nhà ông_bà kiểu vậy .",1
"các bạn nhiệt_tình , cskh tốt , đồ_ăn tạm ổn 9 điểm .",1
"bát tái nam sốt vang 60k sốt vang ăn được , không đặc_sắc lắm nước phở ngọt , quyện bánh , không gắt , nồng thịt tái mềm , ngọt , nạm ngon mềm , ngồi dưới thì hơi bị nóng chút .",1
"quán rộng_rãi , chuyên về các món hải_sản , hải_sản tươi ngon , lên món ngon , chủ và nhân_viên niềm_nở , phục_vụ tốt , điểm trừ duy_nhất là quán nằm trên đường đông_đúc nên chỗ đậu ô_tô hơi nhỏ .",1
"phở không có rau húng , bầy mấy cọng hành và mùi lên trên , trong phở còn có cả hành_tây , nhân_viên không nói rõ_ràng là quẩy bán theo set .",1
"quá tệ , từ không_gian đến đồ_ăn , không biết đánh_giá tốt là họ ăn lúc_nào và được ăn cái gì chứ bàn mình đến không có gì như quảng_cáo hết , trải_nghiệm không được nổi 1sao với cái giá 350k / người .",0
"quán ăn nhìn có_vẻ lịch_sự nhưng cách phục_vụ và đồ_ăn rất tệ , kiểu phục_vụ như kiểu quan_chức và trang_phục đẹp nhưng rất tệ , muốn đông khách cần chỉnh_sửa lại rất nhiều .",0
nhân_viên phục_vụ chán đời .,0
"ngon , chuẩn vị bắc .",1
"nhân_viên bỏ mặc_khách gọi món chưa song đã bỏ đi , phục_vụ chậm đợi món rất lâu .",0
"giá vẫn hợp_lý , phục_vụ hơi chán , khách đang ngồi dùng vòi xịt sân nước bắn rất mất vệ_sinh , dọn bát_đĩa ném ầm_ầm ngay trước mặt khách , haiz .",0
"ngon , nên ăn thử , sẽ ghé lại vào lần sau .",1
"đồ_ăn ngon , giá hợp_lý , sạch_sẽ , phục_vụ tốt .",1
sông_nước hật là thú_vị và có nhiều trải_nghiệm và nhiều ưu_đãi .,1
"không ngon , ốc rắn không ngon .",0
"ăn xong bánh_mì thì đau bụng , cảm_giác là không sạch_sẽ rồi .",0
khá oke nhưng hơi đông mà cô đi đâu mất đợi mãi mới có đồ phải tự dọn bàn .,1
"đáng_giá , dịch_vụ nhanh_chóng và thức_ăn và đồ uống được phục_vụ không chậm_trễ nhiều , bầu_không_khí tuyệt_vời , chắc_chắn sẽ quay trở_lại .",1
"nước phở đậm_đà , bò bị nhiều mỡ , món trứng trần ăn rất bùi_và ngậy , chỗ ngồi rộng_rãi , phục_vụ nhanh .",1
"mùi_vị và chất_lượng món ăn không còn được như lúc mới mở quán , bò lúc_lắc còn sống , dai_nhách , lạt phèo .",0
"dịch_vụ tệ , thái_độ nhân_viên chưa tốt , đồ_ăn bình_thường .",0
"quá tệ , nhân_viên phục_vụ không niềm_nở .",0
"thức_ăn ngon và đẹp , phong_cách phục_vụ lịch_sự .",1
"phục_vụ bảo 10p , mà hơn 25p mới có đồ , ăn combo 109k mà chả đủ nhét kẽ răng gọi vỏ gà cay mà cho vỏ gà thg .",0
"thái_độ của nhân_viên rất kém , mình là chủ thì đuổi hết , ảnh_hưởng đến quán , lần đầu cũng là lần cuối_cùng .",0
"há cảo to thịt nhiều , và vì là thịt nhiều nên nhân có chút_xíu không cảm_nhận được mùi_vị của từng loại nhân mà chỉ thấy toàn thịt , phần 30k như hình 6 viên , flan 6k .",1
"gà ngon giòn uicy , không_gian rộng_rãi , máy_lạnh hơi íu .",1
"kem ngon , giá phải_chăng .",1
"đồ_ăn ngon , nhiều , nhân_viên thân_thiện .",1
"quán ăn nhỏ nằm cuối hẻm nhưng không_gian rất dễ_thương , món âu nhưng phù_hợp với người việt , giá mềm .",1
"đông và ồn_ào , nhân_viên để_ý khách nữa thì tuyệt .",1
"nhà_hàng làm_ăn vớ_vẩn , xế đến trước thì không làm đơn cứ làm cho khách ăn tại đó trong khi khách đến sau , bắt xế chờ hơn 30phút .",0
"sup binh thuong , 1 phan 38k ( 1 tô ) .",0
"được 1 hôm anh_em các chi_nhánh tụ_họp lại chill cùng rượu_vang , lại thêm cái view mà mái thoải nhất ở sài_gòn , cám_ơn team phục_vụ dễ_thương .",1
ăn chán bún ốc mà có 5 con vệ_sinh kém đắt_đỏ 45k / bát lắm dầu_mỡ .,0
thức_ăn đa_dạng nhưng khẩu_vị không có gì đặc_biệt chỉ ở mức tạm chấp_nhận được .,1
"phục_vụ quá kém , chờ_đợi quá lâu , quán cần thay_đổi quy_trình phục_vụ thì mới ổn_định được .",0
"ăn bình_thường , 1 phần 80k được vài miếng , hơi mắc , dành cho ai ăn_kiêng .",0
"quán quá đông , phục_vụ ok , đồ_ăn tạm , có_thể ghé thăm lần nữa .",1
"món ngon , phục_vụ hỗ_trợ nhiệt_tình , chu_đáo , sẽ ghé lại lần sau .",1
"tụi mình đặt maki về văn_phòng cho team dinner , quá tuyệt_vời , đồ_ăn ngon , giá_cả hợp_lý , các bạn tận_tâm tuyệt_vời nha .",1
"phở ngon , giá phải_chăng cho người ngại .",1
"ngon , lạ nhưng hơi đắt , vì đông nên sẽ phải đợi .",1
"phục_vụ chậm , gọi nhiều lần mới mang đồ ra , và nước lẩu không còn ngon như hồi đầu .",0
"cơm ngon , không_gian sạch_sẽ chill .",1
"đồ_ăn ngon , đúng vị , nhân_viên nhiệt_tình dễ_thương , phù_hợp giá tiền .",1
"phục_vụ nhiệt_tình vui_vẻ món ăn vị đậm_đà , là nơi thích_hợp tụ_tập bạn_bè .",1
đồ_ăn không ngon thái_độ phục_vụ kém .,0
"ngon , tiện nhưng_mà đắt .",1
"món ăn ngon , phục_vụ nhanh , không_gian khá yên_tĩnh nếu bạn ngồi trên lầu , mình ăn lần thứ 3 rồi , phải thử hết các món trong menu .",1
"giá gần như ngang tầm hàn_quốc hương_vị cũng ngang tầm hàn_quốc tôi không nghĩ đó là nơi đáng tìm ở việt_nam , nhưng nội_thất theo chủ_đề harry potter thì tốt .",1
"mình đi hai người nên nhân_viên họ khinh hay sao ấy , yêu_cầu mình chuyển bàn cũng rất thái_độ .",0
"giá đắt , phục_vụ quá tệ .",0
"không_gian rất rộng rải , sảnh rất lớn chụp ảnh thuận_tiện , , thức_ăn cũng ổn , ăn hợp vị , không quá ngon , , nhân_viên phục_vụ không tốt , hôm đi đám gặp ngay bé mới vào làm phục_vụ rất .",1
"view bờ hồ đẹp nhất hà_nội , sạch_sẽ , rộng mát_mẻ , thu sang ngồi quá đẹp , mỗi_tội wc bé , chưa sạch .",1
"món ăn bình_thường , máy_lạnh nóng , bãi xe nhỏ , chật , trang_trí ổn , nhà_vệ_sinh sạch , nhỏ nhưng không phải tầng nào cũng có , tấng 4 sảnh rubi không có nhà_vệ_sinh .",1
"lẩu ngon , phục_vụ nhanh , hơi ít món , rau , bún , món kèm ăn lẩu lại tính tiền riêng , nếu cộng lại , giá cao hơn số với quán khác , nhưng lẩu nhiều thịt hơn .",1
"đồ_ăn tươi_sống , giá có hơi cao hơn bên ngoài 1 chút nhưng đáng đồng_tiền .",1
"quán này giá_cả ok , ăn cũng được nhưng vị thì không đúng bún_bò huế lắm , nước dùng không có tí mùi sả nào .",1
ngon lắm hihi .,1
"đồ_ăn ngon nhưng không hiểu ông mặc đồ đen order ( nhìn giống quản_lý ) bị gì mà thái_độ thấy láo lắm , kiểu kinh thường không muốn order không nên vào , không được tôn_trọng .",0
"không gì đặc_sắc , mắc , đồ_ăn ra chậm , ăn hết canh rau cơm chưa có , tệ .",0
"đồ_ăn ok , xá_xíu là điểm sáng , tô của mình 50k điều mình không thích là lớp nhớt áo bên ngoài sợi hủ_tiếu làm mau ngán , còn lại mọi thứ ok .",1
"bò số 1 ở đây ăn rất cuốn , quán có món bò số 1 siêu ngon .",1
"quán không xuất hoá_đơn vat đề về thanh_toán với công_ty , lạy luôn , trốn_thuế thì cũng vừa vừa thôi , báo thuế vào dẹp quán luôn quá .",0
giao hàng thiếu món không kiểm_tra khi giao hàng tại các app cho không .,0
"đóng_cửa , closed buổi trưa .",1
"sang_trọng , lịch_sự , món ăn ngon .",1
"thịt rất ngon , mềm không_gian nhà_hàng rộng , view rất đẹp sang_trọng , nhân_viên nhà_hàng phục_vụ nhiệt_tình , chu_đáo , mọi người hãy đến meat plus long_biên để thưởng_thức và cảm_nhận nhé .",1
"nhân_viên thái_độ với khách , nói_chuyện cọc lóc , nước uống có côn_trùng không bao_giờ quay lại .",0
"không dám chiên gà trước , sợ bán không hết , khi shipper có đơn hàng vào đợi 15 30phút , quá tệ .",0
"ăn tạm được , tuy_nhiên món tráng_miệng chỉ được chọn kem hoặc hoa_quả , mặc_dù mua gói buffet max nhất 259k , đồ_ăn cũng giới_hạn món , không phong_phú .",0
"nhân_viên phục_vụ nhiệt_tình , đồ_ăn ngon , tôi sẽ chia_sẻ cho bạn_bè biết thêm đến nhà_hàng .",1
"hai món ăn mình order ăn không có gì đặc_sắc , tô bún mắm_nêm thịt heo luộc chỉ toàn thịt nạc và rất khô không có thịt mỡ nên khá khó ăn , cá_nhân mình thấy giá hơi cao so với chất_lượng món ăn .",0
"ngon nha , nguyên bàn này thêm 2 lon pepsi mà chỉ đúng 300k , rẻ điên í .",1
gọi 30p đồ không ra tệ .,0
"quán rất rộng , view đẹp có nhiều chỗ checkin , món ăn đa_dạng hấp_dẫn , mức giá cao đi kèm với chất_lượng tốt , phục_vụ nhiệt_tình vui_vẻ .",1
"phục_vụ quá chậm , đợi gần tiếng không lên được đồ , giá thì đắt .",0
"phục_vụ quá chán , gọi đồ gần tiếng đồng_hồ không mang ra , trong khi đó khách đến sau và shiper thì đồ có trước .",0
"đồ_ăn ngon , phục_vụ nhiệt_tình , cảnh_quan đẹp , sẽ ghé lại thường_xuyên , ngắm pháo_hoa .",1
"nhà_hàng rộng_rãi thoáng mát món chay đa_dạng phong_phú nhân_viên phục_vụ tận_tình thích nhất là món ăn tráng_miệng sương sa , hột lựu hài_lòng .",1
"đồ_ăn ngon , nhân_viên nhiệt_tình , dễ_thương .",1
"quán ăn tạm ổn , 1 mẹt như hình 2 người ăn vừa đủ , nhưng thời_gian phục_vụ cực_kì chậm , thái_độ bạn nhân_viên order và bưng món rất rất tệ , sẽ không quay lại nữa .",1
"nhân_viên thì thái_độ với khách , làm món thì lâu trời thần , có khách vô sau lại có trước mọi người .",0
"đồ_ăn rất ngon và dịch_vụ thì tuyệt_vời , nhân_viên rất hữu_ích , hữu_ích và đẳng_cấp , và không_khí rất đẹp đúng là giá_cả đắt_đỏ nhưng bù lại đồ_ăn được coi là phù_hợp .",1
"dịch_vụ là tuyệt_vời nhất , thức_ăn rất ngon , nhà_bếp hoạt_động tốt và rất sạch_sẽ , phòng_vệ sinh thật đặc_biệt .",1
